"ID","exon_merge","CDS_merge"
"ENSP00000282470_nt",2906,1992
"ENSP00000282478_nt",4281,3903
"ENSP00000282488_nt",6458,1200
"ENSP00000282499_nt",5508,2706
"ENSP00000282507_nt",2355,1569
"ENSP00000282516_nt",10435,8412
"ENSP00000282538_nt",3759,1563
"ENSP00000282541_nt",4060,1053
"ENSP00000282549_nt",2861,1062
"ENSP00000282561_nt",3037,1146
"ENSP00000282570_nt",4191,1545
"ENSP00000282572_nt",1433,1050
"ENSP00000282588_nt",10757,3537
"ENSP00000282605_nt",2748,2502
"ENSP00000282611_nt",1367,1194
"ENSP00000282633_nt",4272,4023
"ENSP00000282670_nt",2001,537
"ENSP00000282701_nt",5734,1416
"ENSP00000282728_nt",1727,810
"ENSP00000282753_nt",6622,3582
"ENSP00000282841_nt",2895,900
"ENSP00000282849_nt",5913,3663
"ENSP00000282869_nt",9080,1449
"ENSP00000282878_nt",8896,681
"ENSP00000282884_nt",1994,1257
"ENSP00000282903_nt",3732,2274
"ENSP00000282908_nt",3582,1242
"ENSP00000282928_nt",5241,1341
"ENSP00000282957_nt",1458,1251
"ENSP00000283006_nt",1389,741
"ENSP00000283025_nt",1612,1455
"ENSP00000283027_nt",1228,960
"ENSP00000283109_nt",3922,1656
"ENSP00000283131_nt",7923,3156
"ENSP00000283141_nt",3130,2436
"ENSP00000283147_nt",2780,1539
"ENSP00000283148_nt",2099,1275
"ENSP00000283195_nt",11711,9672
"ENSP00000283206_nt",5212,1665
"ENSP00000283225_nt",945,942
"ENSP00000283228_nt",3529,1971
"ENSP00000283243_nt",14371,4389
"ENSP00000283249_nt",4675,2364
"ENSP00000283254_nt",9091,6000
"ENSP00000283256_nt",8660,6015
"ENSP00000283268_nt",2074,1377
"ENSP00000283290_nt",1570,942
"ENSP00000283309_nt",3067,1647
"ENSP00000283351_nt",6226,4305
"ENSP00000283357_nt",1560,1356
"ENSP00000283415_nt",3966,1602
"ENSP00000283429_nt",1376,897
"ENSP00000283441_nt",2604,1236
"ENSP00000283474_nt",1413,531
"ENSP00000283547_nt",709,453
"ENSP00000283550_nt",795,585
"ENSP00000283629_nt",4148,1620
"ENSP00000283632_nt",6301,1173
"ENSP00000283635_nt",2873,705
"ENSP00000283646_nt",1848,933
"ENSP00000283684_nt",5818,3753
"ENSP00000283713_nt",2970,2568
"ENSP00000283752_nt",1777,1170
"ENSP00000283871_nt",2005,1335
"ENSP00000283875_nt",3012,1317
"ENSP00000283882_nt",1275,897
"ENSP00000283905_nt",2673,1770
"ENSP00000283916_nt",2817,1254
"ENSP00000283921_nt",2541,1230
"ENSP00000283928_nt",3125,729
"ENSP00000283937_nt",839,750
"ENSP00000284000_nt",4109,450
"ENSP00000284031_nt",3920,855
"ENSP00000284049_nt",6457,5130
"ENSP00000284061_nt",8660,1701
"ENSP00000284073_nt",6364,984
"ENSP00000284110_nt",2527,1218
"ENSP00000284116_nt",1821,942
"ENSP00000284136_nt",6265,2331
"ENSP00000284142_nt",1107,885
"ENSP00000284154_nt",2651,651
"ENSP00000284202_nt",3792,960
"ENSP00000284245_nt",906,228
"ENSP00000284262_nt",3985,2244
"ENSP00000284268_nt",8203,1476
"ENSP00000284273_nt",6912,1947
"ENSP00000284274_nt",7800,1056
"ENSP00000284287_nt",1146,978
"ENSP00000284288_nt",1667,1176
"ENSP00000284292_nt",1306,234
"ENSP00000284311_nt",1252,1080
"ENSP00000284320_nt",4409,1824
"ENSP00000284382_nt",3894,1149
"ENSP00000284425_nt",5300,4851
"ENSP00000284437_nt",1949,942
"ENSP00000284476_nt",4762,4572
"ENSP00000284486_nt",4094,642
"ENSP00000284503_nt",2671,996
"ENSP00000284509_nt",5676,3576
"ENSP00000284523_nt",2932,1056
"ENSP00000284551_nt",2715,1404
"ENSP00000284562_nt",845,666
"ENSP00000284601_nt",4384,3366
"ENSP00000284617_nt",5121,810
"ENSP00000284629_nt",1865,1425
"ENSP00000284637_nt",5272,2664
"ENSP00000284669_nt",2464,1818
"ENSP00000284674_nt",7514,1011
"ENSP00000284690_nt",3070,2229
"ENSP00000284694_nt",3076,2097
"ENSP00000284727_nt",5484,426
"ENSP00000284767_nt",2589,828
"ENSP00000284811_nt",683,336
"ENSP00000284818_nt",607,480
"ENSP00000284856_nt",1669,132
"ENSP00000284878_nt",6254,1095
"ENSP00000284881_nt",5433,891
"ENSP00000284885_nt",3947,3057
"ENSP00000284951_nt",2224,2064
"ENSP00000284981_nt",3467,2310
"ENSP00000284984_nt",5191,2901
"ENSP00000284987_nt",9056,2790
"ENSP00000284995_nt",2381,1395
"ENSP00000285013_nt",8469,2691
"ENSP00000285018_nt",4041,1047
"ENSP00000285021_nt",3832,2820
"ENSP00000285039_nt",9505,5544
"ENSP00000285046_nt",5720,4386
"ENSP00000285071_nt",3638,1737
"ENSP00000285093_nt",3350,1191
"ENSP00000285116_nt",2905,765
"ENSP00000285199_nt",4169,3369
"ENSP00000285208_nt",5526,624
"ENSP00000285238_nt",5716,4581
"ENSP00000285243_nt",4184,1104
"ENSP00000285273_nt",2914,984
"ENSP00000285279_nt",2962,516
"ENSP00000285298_nt",1845,390
"ENSP00000285379_nt",1717,780
"ENSP00000285381_nt",1753,780
"ENSP00000285393_nt",2446,1050
"ENSP00000285398_nt",2750,2346
"ENSP00000285402_nt",1013,750
"ENSP00000285407_nt",3097,1440
"ENSP00000285419_nt",2970,771
"ENSP00000285420_nt",3298,969
"ENSP00000285518_nt",3685,1092
"ENSP00000285599_nt",5143,3027
"ENSP00000285600_nt",1076,933
"ENSP00000285667_nt",3986,1413
"ENSP00000285737_nt",8199,2556
"ENSP00000285805_nt",1350,750
"ENSP00000285814_nt",1734,879
"ENSP00000285848_nt",1719,1485
"ENSP00000285850_nt",2263,1533
"ENSP00000285871_nt",3333,2865
"ENSP00000285873_nt",5397,4524
"ENSP00000285879_nt",4270,3426
"ENSP00000285896_nt",2528,876
"ENSP00000285928_nt",3163,2475
"ENSP00000285930_nt",1409,948
"ENSP00000285947_nt",1619,897
"ENSP00000285949_nt",1569,1566
"ENSP00000285968_nt",6266,6036
"ENSP00000285979_nt",2418,1470
"ENSP00000286031_nt",4355,2559
"ENSP00000286049_nt",618,333
"ENSP00000286063_nt",9275,2799
"ENSP00000286091_nt",2903,1935
"ENSP00000286122_nt",2368,1557
"ENSP00000286149_nt",3471,3459
"ENSP00000286186_nt",5928,1566
"ENSP00000286190_nt",1769,1335
"ENSP00000286201_nt",3859,1722
"ENSP00000286234_nt",2569,1227
"ENSP00000286298_nt",8080,2217
"ENSP00000286301_nt",3989,2916
"ENSP00000286307_nt",6584,1080
"ENSP00000286317_nt",2402,699
"ENSP00000286349_nt",2539,2169
"ENSP00000286353_nt",3281,1440
"ENSP00000286355_nt",5938,3753
"ENSP00000286371_nt",1811,837
"ENSP00000286380_nt",802,738
"ENSP00000286398_nt",5992,3591
"ENSP00000286424_nt",989,855
"ENSP00000286428_nt",1686,591
"ENSP00000286448_nt",2646,660
"ENSP00000286479_nt",1322,870
"ENSP00000286482_nt",1778,954
"ENSP00000286544_nt",4078,2130
"ENSP00000286548_nt",6539,1077
"ENSP00000286574_nt",2238,1137
"ENSP00000286614_nt",11558,1821
"ENSP00000286621_nt",1169,1086
"ENSP00000286639_nt",980,375
"ENSP00000286657_nt",6409,3615
"ENSP00000286688_nt",3334,621
"ENSP00000286692_nt",2246,798
"ENSP00000286713_nt",3010,864
"ENSP00000286719_nt",3414,2259
"ENSP00000286732_nt",1631,903
"ENSP00000286733_nt",1900,1077
"ENSP00000286744_nt",7336,5073
"ENSP00000286749_nt",2636,1947
"ENSP00000286758_nt",1203,327
"ENSP00000286760_nt",5101,2427
"ENSP00000286788_nt",2005,1644
"ENSP00000286791_nt",1725,726
"ENSP00000286794_nt",2014,687
"ENSP00000286800_nt",5669,2208
"ENSP00000286808_nt",1193,672
"ENSP00000286824_nt",1270,798
"ENSP00000286835_nt",4193,3441
"ENSP00000286918_nt",6727,951
"ENSP00000287008_nt",4793,3711
"ENSP00000287020_nt",3701,1365
"ENSP00000287038_nt",543,345
"ENSP00000287042_nt",5219,1431
"ENSP00000287078_nt",3644,1698
"ENSP00000287097_nt",9130,4335
"ENSP00000287139_nt",1665,1041
"ENSP00000287143_nt",869,675
"ENSP00000287152_nt",9082,2442
"ENSP00000287156_nt",1354,459
"ENSP00000287169_nt",4666,2145
"ENSP00000287196_nt",2625,1890
"ENSP00000287202_nt",3345,1443
"ENSP00000287218_nt",3366,681
"ENSP00000287239_nt",8287,6219
"ENSP00000287275_nt",1640,882
"ENSP00000287295_nt",2260,1839
"ENSP00000287322_nt",4453,1371
"ENSP00000287380_nt",3502,3198
"ENSP00000287387_nt",1349,615
"ENSP00000287394_nt",5565,4170
"ENSP00000287437_nt",1195,741
"ENSP00000287461_nt",3547,1500
"ENSP00000287474_nt",2678,1878
"ENSP00000287482_nt",3880,1971
"ENSP00000287490_nt",440,291
"ENSP00000287538_nt",3469,1401
"ENSP00000287546_nt",5047,4284
"ENSP00000287585_nt",4880,741
"ENSP00000287590_nt",3706,1203
"ENSP00000287600_nt",1175,450
"ENSP00000287641_nt",618,348
"ENSP00000287647_nt",5219,4413
"ENSP00000287652_nt",5342,2283
"ENSP00000287675_nt",2792,1104
"ENSP00000287706_nt",1204,930
"ENSP00000287713_nt",5663,921
"ENSP00000287721_nt",1161,924
"ENSP00000287727_nt",5194,4275
"ENSP00000287748_nt",904,438
"ENSP00000287761_nt",1287,1134
"ENSP00000287766_nt",4502,1797
"ENSP00000287777_nt",2517,1863
"ENSP00000287814_nt",1650,672
"ENSP00000287820_nt",1850,1515
"ENSP00000287859_nt",3792,1362
"ENSP00000287878_nt",3305,1707
"ENSP00000287907_nt",2912,1071
"ENSP00000287908_nt",6873,1470
"ENSP00000287916_nt",3565,732
"ENSP00000287934_nt",6963,1941
"ENSP00000287936_nt",4585,2664
"ENSP00000287957_nt",3361,807
"ENSP00000287996_nt",4401,1473
"ENSP00000288014_nt",2860,690
"ENSP00000288022_nt",1158,729
"ENSP00000288025_nt",938,720
"ENSP00000288050_nt",9255,2637
"ENSP00000288065_nt",1169,1101
"ENSP00000288087_nt",730,528
"ENSP00000288098_nt",1607,726
"ENSP00000288111_nt",1480,939
"ENSP00000288135_nt",5186,2928
"ENSP00000288139_nt",9341,6543
"ENSP00000288167_nt",2010,1506
"ENSP00000288168_nt",2953,2175
"ENSP00000288177_nt",3220,1374
"ENSP00000288197_nt",3671,3273
"ENSP00000288207_nt",1556,1194
"ENSP00000288221_nt",6138,2871
"ENSP00000288228_nt",3465,1104
"ENSP00000288235_nt",8673,3324
"ENSP00000288266_nt",6058,2127
"ENSP00000288368_nt",10750,4818
"ENSP00000288462_nt",2130,1383
"ENSP00000288466_nt",9109,2583
"ENSP00000288532_nt",1535,981
"ENSP00000288602_nt",2480,2298
"ENSP00000288670_nt",5575,3276
"ENSP00000288680_nt",4148,1152
"ENSP00000288699_nt",5209,1692
"ENSP00000288710_nt",2491,2220
"ENSP00000288774_nt",2871,1038
"ENSP00000288828_nt",4476,1362
"ENSP00000288840_nt",3835,1488
"ENSP00000288861_nt",773,555
"ENSP00000288873_nt",872,720
"ENSP00000288912_nt",4467,3447
"ENSP00000288937_nt",1969,525
"ENSP00000288943_nt",1688,942
"ENSP00000288955_nt",2119,1878
"ENSP00000288985_nt",4564,2136
"ENSP00000288986_nt",1937,1131
"ENSP00000289004_nt",1419,1179
"ENSP00000289013_nt",3683,2010
"ENSP00000289081_nt",4585,1674
"ENSP00000289104_nt",4538,624
"ENSP00000289119_nt",2064,1227
"ENSP00000289153_nt",5919,3210
"ENSP00000289166_nt",2368,1275
"ENSP00000289228_nt",2243,1128
"ENSP00000289248_nt",2129,909
"ENSP00000289269_nt",5963,3021
"ENSP00000289272_nt",5260,2850
"ENSP00000289292_nt",6261,4479
"ENSP00000289316_nt",789,378
"ENSP00000289359_nt",939,747
"ENSP00000289361_nt",3434,1539
"ENSP00000289371_nt",5777,3660
"ENSP00000289373_nt",685,135
"ENSP00000289382_nt",2599,1530
"ENSP00000289388_nt",1323,1161
"ENSP00000289416_nt",2845,1758
"ENSP00000289422_nt",2923,2574
"ENSP00000289429_nt",2096,981
"ENSP00000289431_nt",4022,1560
"ENSP00000289448_nt",384,123
"ENSP00000289451_nt",942,939
"ENSP00000289473_nt",1396,1170
"ENSP00000289528_nt",1314,771
"ENSP00000289547_nt",5048,4077
"ENSP00000289575_nt",4494,2127
"ENSP00000289619_nt",741,390
"ENSP00000289672_nt",9092,8547
"ENSP00000289707_nt",2996,855
"ENSP00000289746_nt",2847,2442
"ENSP00000289749_nt",731,648
"ENSP00000289753_nt",1984,1320
"ENSP00000289788_nt",3126,1167
"ENSP00000289820_nt",1100,642
"ENSP00000289865_nt",2195,1695
"ENSP00000289921_nt",4245,2229
"ENSP00000289932_nt",2745,2025
"ENSP00000289952_nt",2137,1476
"ENSP00000289953_nt",1069,723
"ENSP00000289957_nt",2294,1374
"ENSP00000289968_nt",3461,2643
"ENSP00000289989_nt",2016,1095
"ENSP00000290015_nt",1376,1071
"ENSP00000290039_nt",5275,3669
"ENSP00000290079_nt",768,324
"ENSP00000290122_nt",887,810
"ENSP00000290130_nt",1575,699
"ENSP00000290155_nt",1692,870
"ENSP00000290158_nt",6139,2628
"ENSP00000290167_nt",3845,1053
"ENSP00000290200_nt",1963,975
"ENSP00000290208_nt",2013,813
"ENSP00000290231_nt",3220,1737
"ENSP00000290246_nt",3669,2160
"ENSP00000290271_nt",3883,741
"ENSP00000290277_nt",2504,1827
"ENSP00000290291_nt",2410,2031
"ENSP00000290294_nt",386,171
"ENSP00000290295_nt",3467,852
"ENSP00000290299_nt",932,639
"ENSP00000290310_nt",1051,369
"ENSP00000290341_nt",8274,1731
"ENSP00000290349_nt",1293,831
"ENSP00000290354_nt",1169,831
"ENSP00000290363_nt",1746,1155
"ENSP00000290374_nt",2889,963
"ENSP00000290378_nt",4106,1131
"ENSP00000290390_nt",2227,1764
"ENSP00000290399_nt",4442,2001
"ENSP00000290401_nt",2444,1194
"ENSP00000290429_nt",2056,1170
"ENSP00000290438_nt",3176,2079
"ENSP00000290472_nt",3584,2454
"ENSP00000290524_nt",3576,1848
"ENSP00000290536_nt",2543,1590
"ENSP00000290541_nt",964,792
"ENSP00000290551_nt",2712,474
"ENSP00000290552_nt",3128,1338
"ENSP00000290558_nt",1261,564
"ENSP00000290573_nt",5772,2751
"ENSP00000290583_nt",3246,1395
"ENSP00000290597_nt",2124,1689
"ENSP00000290650_nt",7761,5247
"ENSP00000290663_nt",1483,903
"ENSP00000290705_nt",396,183
"ENSP00000290722_nt",1173,1023
"ENSP00000290759_nt",1881,1077
"ENSP00000290765_nt",1099,732
"ENSP00000290776_nt",2645,1644
"ENSP00000290795_nt",3599,1422
"ENSP00000290846_nt",1940,1263
"ENSP00000290855_nt",5279,573
"ENSP00000290866_nt",4959,3918
"ENSP00000290871_nt",1079,894
"ENSP00000290881_nt",3550,1413
"ENSP00000290894_nt",2500,1269
"ENSP00000290902_nt",1869,993
"ENSP00000290921_nt",2297,1320
"ENSP00000290942_nt",1116,528
"ENSP00000290943_nt",3773,3033
"ENSP00000290953_nt",764,396
"ENSP00000290974_nt",4131,2661
"ENSP00000291009_nt",585,438
"ENSP00000291041_nt",3481,1272
"ENSP00000291182_nt",3188,2214
"ENSP00000291231_nt",966,963
"ENSP00000291232_nt",3944,552
"ENSP00000291386_nt",1290,582
"ENSP00000291416_nt",3437,1425
"ENSP00000291442_nt",2404,1212
"ENSP00000291458_nt",720,432
"ENSP00000291481_nt",3449,1206
"ENSP00000291526_nt",737,387
"ENSP00000291527_nt",551,252
"ENSP00000291532_nt",3193,1362
"ENSP00000291536_nt",1430,927
"ENSP00000291539_nt",2058,1779
"ENSP00000291547_nt",5003,1308
"ENSP00000291552_nt",962,720
"ENSP00000291554_nt",1139,519
"ENSP00000291560_nt",1899,1002
"ENSP00000291565_nt",7366,936
"ENSP00000291568_nt",2164,294
"ENSP00000291572_nt",5546,1128
"ENSP00000291574_nt",6976,3777
"ENSP00000291576_nt",3297,2757
"ENSP00000291577_nt",1674,804
"ENSP00000291582_nt",2257,1635
"ENSP00000291592_nt",5869,771
"ENSP00000291598_nt",2538,1707
"ENSP00000291633_nt",1203,1122
"ENSP00000291634_nt",927,690
"ENSP00000291672_nt",2303,1020
"ENSP00000291688_nt",6193,5940
"ENSP00000291691_nt",2975,966
"ENSP00000291700_nt",877,276
"ENSP00000291707_nt",2121,1785
"ENSP00000291715_nt",974,501
"ENSP00000291744_nt",1057,939
"ENSP00000291759_nt",1944,1497
"ENSP00000291823_nt",2452,1848
"ENSP00000291842_nt",2363,2121
"ENSP00000291860_nt",1691,1230
"ENSP00000291890_nt",1155,912
"ENSP00000291900_nt",4259,2298
"ENSP00000291906_nt",3375,2667
"ENSP00000291934_nt",593,531
"ENSP00000291971_nt",3934,3144
"ENSP00000292035_nt",1431,933
"ENSP00000292069_nt",3832,1830
"ENSP00000292079_nt",571,198
"ENSP00000292090_nt",1017,741
"ENSP00000292114_nt",3148,624
"ENSP00000292125_nt",1391,1305
"ENSP00000292140_nt",2591,1920
"ENSP00000292174_nt",4431,1116
"ENSP00000292180_nt",2160,1761
"ENSP00000292199_nt",3744,2925
"ENSP00000292211_nt",3210,1266
"ENSP00000292246_nt",3212,1980
"ENSP00000292301_nt",2671,1122
"ENSP00000292303_nt",3450,1056
"ENSP00000292314_nt",1017,537
"ENSP00000292327_nt",924,585
"ENSP00000292330_nt",1031,759
"ENSP00000292357_nt",4866,3111
"ENSP00000292363_nt",1694,933
"ENSP00000292377_nt",2532,1737
"ENSP00000292401_nt",1307,894
"ENSP00000292408_nt",3122,2406
"ENSP00000292430_nt",2671,495
"ENSP00000292431_nt",4445,1581
"ENSP00000292432_nt",3066,2769
"ENSP00000292433_nt",2085,669
"ENSP00000292450_nt",2005,1419
"ENSP00000292476_nt",1691,807
"ENSP00000292478_nt",5582,2100
"ENSP00000292494_nt",1181,393
"ENSP00000292510_nt",979,663
"ENSP00000292513_nt",1421,1206
"ENSP00000292524_nt",5328,1479
"ENSP00000292530_nt",4672,1995
"ENSP00000292538_nt",2930,2034
"ENSP00000292539_nt",2722,1584
"ENSP00000292562_nt",2807,2013
"ENSP00000292566_nt",2105,906
"ENSP00000292574_nt",1732,1497
"ENSP00000292579_nt",6364,1680
"ENSP00000292586_nt",1238,1029
"ENSP00000292596_nt",666,450
"ENSP00000292599_nt",5723,3048
"ENSP00000292609_nt",2758,1902
"ENSP00000292616_nt",2215,1941
"ENSP00000292641_nt",521,312
"ENSP00000292644_nt",2637,1299
"ENSP00000292672_nt",1854,1455
"ENSP00000292778_nt",1351,969
"ENSP00000292779_nt",2260,1839
"ENSP00000292782_nt",7954,777
"ENSP00000292841_nt",8618,2307
"ENSP00000292852_nt",2386,834
"ENSP00000292853_nt",2330,849
"ENSP00000292894_nt",1825,822
"ENSP00000292896_nt",827,441
"ENSP00000292907_nt",762,237
"ENSP00000292928_nt",8329,1650
"ENSP00000293190_nt",4261,3699
"ENSP00000293217_nt",7514,1980
"ENSP00000293255_nt",1257,519
"ENSP00000293261_nt",2560,1377
"ENSP00000293288_nt",1358,654
"ENSP00000293303_nt",2057,1824
"ENSP00000293328_nt",5103,2361
"ENSP00000293330_nt",577,393
"ENSP00000293350_nt",3153,2406
"ENSP00000293362_nt",3144,801
"ENSP00000293373_nt",9016,3381
"ENSP00000293379_nt",4444,3147
"ENSP00000293404_nt",2182,1602
"ENSP00000293405_nt",728,663
"ENSP00000293414_nt",2139,1359
"ENSP00000293443_nt",3160,2478
"ENSP00000293471_nt",3419,1851
"ENSP00000293493_nt",2621,1290
"ENSP00000293502_nt",1765,939
"ENSP00000293525_nt",2091,1458
"ENSP00000293549_nt",1185,1110
"ENSP00000293599_nt",1450,795
"ENSP00000293604_nt",1978,1488
"ENSP00000293636_nt",952,774
"ENSP00000293670_nt",1875,1479
"ENSP00000293677_nt",3595,2268
"ENSP00000293695_nt",1231,654
"ENSP00000293725_nt",2754,1428
"ENSP00000293745_nt",2015,1533
"ENSP00000293756_nt",2610,1230
"ENSP00000293760_nt",2958,1509
"ENSP00000293761_nt",2677,1986
"ENSP00000293771_nt",2240,1845
"ENSP00000293777_nt",833,351
"ENSP00000293778_nt",2222,819
"ENSP00000293780_nt",2455,1479
"ENSP00000293805_nt",3555,1437
"ENSP00000293825_nt",1553,747
"ENSP00000293826_nt",1816,990
"ENSP00000293829_nt",3063,675
"ENSP00000293831_nt",1756,1218
"ENSP00000293842_nt",524,435
"ENSP00000293845_nt",1374,948
"ENSP00000293851_nt",1694,840
"ENSP00000293860_nt",1392,324
"ENSP00000293872_nt",1456,1113
"ENSP00000293889_nt",1611,1314
"ENSP00000293894_nt",3049,1338
"ENSP00000293897_nt",1362,1092
"ENSP00000293925_nt",7671,3807
"ENSP00000293970_nt",4340,1677
"ENSP00000293973_nt",1986,1740
"ENSP00000294008_nt",7307,5502
"ENSP00000294016_nt",7725,4059
"ENSP00000294064_nt",6728,1383
"ENSP00000294066_nt",7178,2460
"ENSP00000294117_nt",882,225
"ENSP00000294119_nt",1291,936
"ENSP00000294129_nt",2989,2166
"ENSP00000294168_nt",2116,1866
"ENSP00000294172_nt",2346,1857
"ENSP00000294179_nt",1794,1065
"ENSP00000294189_nt",723,477
"ENSP00000294244_nt",2024,1143
"ENSP00000294258_nt",1371,930
"ENSP00000294288_nt",925,660
"ENSP00000294304_nt",5159,4845
"ENSP00000294309_nt",2931,2256
"ENSP00000294312_nt",2447,648
"ENSP00000294338_nt",846,342
"ENSP00000294339_nt",5001,993
"ENSP00000294353_nt",8093,2232
"ENSP00000294360_nt",1085,480
"ENSP00000294383_nt",10549,7860
"ENSP00000294409_nt",1912,1719
"ENSP00000294413_nt",1591,1251
"ENSP00000294428_nt",4398,2073
"ENSP00000294435_nt",636,402
"ENSP00000294454_nt",2986,912
"ENSP00000294484_nt",5215,4176
"ENSP00000294485_nt",7346,1047
"ENSP00000294489_nt",3104,714
"ENSP00000294507_nt",2223,786
"ENSP00000294543_nt",2974,1902
"ENSP00000294600_nt",2176,1968
"ENSP00000294618_nt",6358,6141
"ENSP00000294635_nt",3859,3741
"ENSP00000294638_nt",2373,1068
"ENSP00000294664_nt",2995,2673
"ENSP00000294671_nt",2454,1914
"ENSP00000294702_nt",2784,1266
"ENSP00000294724_nt",7446,4596
"ENSP00000294725_nt",4409,3405
"ENSP00000294728_nt",3083,2217
"ENSP00000294740_nt",4891,2685
"ENSP00000294742_nt",1637,462
"ENSP00000294753_nt",5336,1761
"ENSP00000294785_nt",2936,2127
"ENSP00000294811_nt",4684,807
"ENSP00000294816_nt",3350,1146
"ENSP00000294818_nt",1369,939
"ENSP00000294829_nt",2305,1782
"ENSP00000294889_nt",3413,426
"ENSP00000294904_nt",4273,1218
"ENSP00000294947_nt",1621,531
"ENSP00000294952_nt",3142,2340
"ENSP00000294954_nt",3044,2097
"ENSP00000294964_nt",2502,1479
"ENSP00000294973_nt",1265,858
"ENSP00000295006_nt",3573,2100
"ENSP00000295012_nt",889,339
"ENSP00000295025_nt",11255,1857
"ENSP00000295030_nt",4470,1209
"ENSP00000295033_nt",1730,1431
"ENSP00000295049_nt",5827,1503
"ENSP00000295050_nt",3468,1467
"ENSP00000295055_nt",2683,2007
"ENSP00000295057_nt",2599,1566
"ENSP00000295066_nt",631,297
"ENSP00000295079_nt",1495,873
"ENSP00000295082_nt",2289,1482
"ENSP00000295083_nt",1830,606
"ENSP00000295087_nt",5326,537
"ENSP00000295092_nt",6355,876
"ENSP00000295095_nt",1775,1425
"ENSP00000295101_nt",5021,1503
"ENSP00000295108_nt",2852,1068
"ENSP00000295113_nt",3162,975
"ENSP00000295119_nt",1633,978
"ENSP00000295121_nt",2626,1071
"ENSP00000295124_nt",2383,1995
"ENSP00000295131_nt",2091,1899
"ENSP00000295133_nt",6928,2625
"ENSP00000295137_nt",1530,1128
"ENSP00000295148_nt",3817,2163
"ENSP00000295150_nt",1774,618
"ENSP00000295156_nt",1892,573
"ENSP00000295171_nt",1543,1134
"ENSP00000295190_nt",4398,1530
"ENSP00000295201_nt",1505,1305
"ENSP00000295206_nt",2457,1176
"ENSP00000295208_nt",3011,1200
"ENSP00000295213_nt",4396,1614
"ENSP00000295225_nt",2940,768
"ENSP00000295226_nt",1699,489
"ENSP00000295228_nt",3204,1221
"ENSP00000295238_nt",4491,1989
"ENSP00000295240_nt",3475,1023
"ENSP00000295256_nt",1636,597
"ENSP00000295266_nt",1456,1164
"ENSP00000295268_nt",1652,1377
"ENSP00000295269_nt",4138,2394
"ENSP00000295297_nt",4516,888
"ENSP00000295304_nt",1321,552
"ENSP00000295314_nt",1267,1035
"ENSP00000295317_nt",2458,1200
"ENSP00000295321_nt",2958,2457
"ENSP00000295324_nt",5700,762
"ENSP00000295367_nt",878,507
"ENSP00000295379_nt",1584,1272
"ENSP00000295408_nt",3954,2997
"ENSP00000295414_nt",3767,1077
"ENSP00000295440_nt",500,378
"ENSP00000295448_nt",1930,828
"ENSP00000295452_nt",6785,1395
"ENSP00000295453_nt",2493,1596
"ENSP00000295454_nt",2143,1422
"ENSP00000295461_nt",5300,1230
"ENSP00000295463_nt",2550,1584
"ENSP00000295470_nt",3781,1260
"ENSP00000295488_nt",3579,3303
"ENSP00000295491_nt",1643,426
"ENSP00000295500_nt",3930,2610
"ENSP00000295522_nt",3481,633
"ENSP00000295542_nt",2279,2118
"ENSP00000295550_nt",10749,9531
"ENSP00000295569_nt",2292,420
"ENSP00000295588_nt",3533,1176
"ENSP00000295589_nt",1720,1284
"ENSP00000295598_nt",3654,3069
"ENSP00000295619_nt",1022,387
"ENSP00000295622_nt",1814,1608
"ENSP00000295628_nt",7903,1113
"ENSP00000295640_nt",2427,1950
"ENSP00000295645_nt",861,723
"ENSP00000295658_nt",3342,891
"ENSP00000295666_nt",1427,846
"ENSP00000295682_nt",552,486
"ENSP00000295683_nt",2488,1050
"ENSP00000295685_nt",1605,900
"ENSP00000295688_nt",2150,1635
"ENSP00000295694_nt",2191,1182
"ENSP00000295702_nt",1116,549
"ENSP00000295704_nt",1914,1377
"ENSP00000295709_nt",4933,3945
"ENSP00000295718_nt",3784,2937
"ENSP00000295727_nt",1879,714
"ENSP00000295728_nt",893,591
"ENSP00000295731_nt",2023,1233
"ENSP00000295755_nt",676,333
"ENSP00000295756_nt",1919,558
"ENSP00000295757_nt",2960,1041
"ENSP00000295759_nt",2745,1962
"ENSP00000295767_nt",1603,465
"ENSP00000295770_nt",4248,2478
"ENSP00000295777_nt",1907,1230
"ENSP00000295797_nt",4950,1788
"ENSP00000295802_nt",3100,1830
"ENSP00000295809_nt",2867,2355
"ENSP00000295822_nt",5593,459
"ENSP00000295824_nt",2823,2499
"ENSP00000295834_nt",555,381
"ENSP00000295872_nt",5417,2565
"ENSP00000295878_nt",3976,2808
"ENSP00000295886_nt",2628,1101
"ENSP00000295887_nt",4461,1383
"ENSP00000295888_nt",14247,10578
"ENSP00000295896_nt",1292,876
"ENSP00000295897_nt",2263,1827
"ENSP00000295898_nt",881,351
"ENSP00000295899_nt",990,612
"ENSP00000295902_nt",7918,2700
"ENSP00000295910_nt",2052,1989
"ENSP00000295924_nt",4109,1971
"ENSP00000295926_nt",2388,1578
"ENSP00000295927_nt",1940,1143
"ENSP00000295930_nt",1727,1002
"ENSP00000295934_nt",981,555
"ENSP00000295958_nt",6483,297
"ENSP00000295959_nt",3121,372
"ENSP00000295962_nt",2393,1011
"ENSP00000295971_nt",4056,1779
"ENSP00000295987_nt",3299,2115
"ENSP00000295992_nt",2021,1245
"ENSP00000296003_nt",2494,1950
"ENSP00000296015_nt",2881,2310
